BusinessEntityID,PersonType,Name,HireDate,EmailPromotion,Thời Gian Gửi Đơn,Rate,KPI,Doanh Số Đạt Được,Vượt KPI,VacationHours,SickLeaveHours,Số Ngày,Quyết định Tăng Lương
10812,IN,Lauren L Johnson,2008-10-12 22:26:48.671,0,,91,802822,809553,6731,72,79,,Không
10813,IN,Lauren NULL Williams,2009-04-01 17:24:05.101,1,2012-12-12 22:40:48.154,30,264666,274672,10006,26,30,1351.0,Có
10814,IN,Lauren R Jones,2007-10-27 04:50:52.742,0,,60,529333,531394,2061,73,61,,Không
10815,IN,Lauren NULL Brown,2010-05-29 20:43:55.500,0,,122,1076311,1059726,-16585,9,20,,Không
10816,IN,Barbara NULL Nara,2010-06-12 02:05:45.688,1,2010-12-22 02:51:03.195,24,211733,229266,17533,42,21,193.0,Không
10817,IN,Barbara J Rai,2013-05-19 14:01:08.512,2,2015-08-06 06:35:56.351,102,899866,884885,-14981,56,22,808.0,Không
10818,IN,Lauren NULL Davis,2013-02-18 14:22:53.393,2,2016-10-17 04:44:03.433,46,405822,395732,-10090,69,68,1336.0,Không
10819,IN,Kirk J Nason,2010-10-05 19:58:01.741,0,,86,758711,769130,10419,68,70,,Không
10820,IN,Lauren NULL Miller,2006-05-20 08:11:09.892,2,2010-08-29 22:23:49.795,89,785177,770950,-14227,23,21,1562.0,Không
10821,IN,Barbara NULL Goel,2006-02-08 05:23:12.067,2,2008-08-28 00:21:31.324,27,238200,239699,1499,13,35,931.0,Có
10822,IN,Lauren A Wilson,2013-03-20 16:30:07.678,0,,28,247022,244147,-2875,9,57,,Không
10823,IN,Barbara NULL Beck,2008-12-07 09:16:14.035,0,,22,194088,215166,21078,63,69,,Không
10824,IN,Barbara NULL Raji,2012-10-03 09:25:51.583,2,2013-10-06 22:55:59.897,96,846933,863240,16307,64,57,368.0,Không
10825,IN,Barbara NULL Ashe,2013-10-26 20:41:01.793,0,,47,414644,404030,-10614,4,27,,Không
10826,IN,Lauren L Moore,2011-04-30 04:17:11.750,0,,33,291133,310717,19584,28,72,,Không
10827,IN,Lauren T Taylor,2011-02-24 20:00:02.500,1,2013-07-24 20:44:36.023,42,370533,377505,6972,58,49,881.0,Có
10828,IN,Marshall H Nara,2012-05-11 16:12:54.230,2,2014-08-14 21:29:28.774,81,714600,720496,5896,47,46,825.0,Có
10829,IN,Pedro NULL Suri,2008-02-23 05:41:17.454,0,,55,485222,487577,2355,70,68,,Không
10830,IN,Lauren L Anderson,2010-10-18 20:02:27.967,2,2015-03-19 12:47:07.088,16,141155,126200,-14955,79,67,1612.0,Không
10831,IN,Pedro H Kapoor,2012-06-20 15:28:05.723,2,2014-10-01 07:29:40.497,62,546977,568349,21372,43,69,832.0,Không
10832,IN,Lauren NULL Thomas,2007-02-20 19:12:19.354,2,2010-02-25 23:28:35.754,39,344066,335541,-8525,83,63,1101.0,Không
10833,IN,Pedro NULL Chapman,2009-02-07 19:41:15.829,0,,27,238200,222946,-15254,72,64,,Không
10834,IN,Lauren NULL Jackson,2008-10-31 04:17:50.070,1,2012-10-04 07:01:16.360,57,502866,527376,24510,40,62,1434.0,Không
10835,IN,Pedro NULL Patel,2011-01-27 07:11:36.287,0,,60,529333,549676,20343,19,46,,Không
10836,IN,Pedro A Vance,2006-06-24 09:46:42.172,2,2007-07-13 19:11:30.895,117,1032200,1013715,-18485,17,71,384.0,Không
10837,IN,Pedro NULL Malhotra,2007-03-06 09:09:47.165,2,2010-01-17 02:12:16.717,54,476400,490495,14095,30,36,1047.0,Có
10838,IN,Lauren E White,2012-08-17 23:21:51.148,0,,41,361711,346349,-15362,49,80,,Không
10839,IN,Pedro NULL Sai,2010-12-22 15:01:52.474,0,,73,644022,632125,-11897,1,64,,Không
10840,IN,Lauren NULL Harris,2009-04-26 04:57:38.552,1,2013-10-04 11:48:04.149,113,996911,993852,-3059,27,29,1622.0,Không
10841,IN,Pedro NULL Arun,2007-05-18 22:33:11.208,1,2009-09-25 22:31:08.616,25,220555,237683,17128,1,60,860.0,Không
10842,IN,Pedro NULL Madan,2007-08-26 11:35:33.015,0,,108,952800,959527,6727,75,60,,Không
10843,IN,Lauren E Thompson,2013-01-29 15:17:12.611,1,2013-11-11 20:51:22.965,121,1067488,1082127,14639,41,68,286.0,Không
10844,IN,Marshall A Rai,2009-06-06 08:03:47.354,0,,65,573444,595325,21881,31,61,,Không
10845,IN,Lauren D Garcia,2009-10-09 17:11:50.982,0,,118,1041022,1040506,-516,60,74,,Không
10846,IN,Pedro D Prasad,2011-01-17 13:10:06.070,0,,102,899866,875042,-24824,38,79,,Không
10847,IN,Lauren L Martinez,2008-05-25 00:13:57.017,0,,46,405822,406603,781,15,56,,Không
10848,IN,Pedro F Sara,2012-08-15 18:11:32.594,0,,41,361711,352850,-8861,75,67,,Không
10849,IN,Pedro F Rana,2013-10-26 18:30:48.893,0,,33,291133,273861,-17272,69,42,,Không
10850,IN,Lauren NULL Robinson,2010-09-10 17:16:42.953,0,,39,344066,348661,4595,88,77,,Không
10851,IN,Pedro C Raman,2008-09-14 01:33:00.408,2,2010-10-06 08:20:37.258,40,352888,334159,-18729,1,67,752.0,Không
10852,IN,Lauren NULL Clark,2008-01-19 11:57:23.508,0,,117,1032200,1022278,-9922,16,59,,Không
10853,IN,Pedro NULL Subram,2006-12-25 10:21:17.668,2,2009-04-18 21:45:51.906,16,141155,134451,-6704,73,31,845.0,Không
10854,IN,Lauren NULL Rodriguez,2009-06-06 12:45:26.434,2,2009-12-16 22:02:38.157,69,608733,586143,-22590,8,44,193.0,Không
10855,IN,Pedro NULL Mehta,2006-03-22 22:35:27.126,2,2010-10-10 21:42:35.133,113,996911,982590,-14321,48,45,1662.0,Không
10856,IN,Lauren NULL Lewis,2009-03-31 12:58:46.202,0,,99,873400,878698,5298,45,55,,Không
10857,IN,Lauren D Lee,2011-07-08 06:12:31.915,0,,116,1023377,1029908,6531,92,56,,Không
10858,IN,Lauren M Walker,2013-01-17 10:36:06.040,2,2015-07-23 05:27:34.229,116,1023377,999966,-23411,8,67,916.0,Không
10859,IN,Lauren A Hall,2012-01-23 04:24:56.612,0,,115,1014555,1021547,6992,30,57,,Không
10860,IN,Megan J Smith,2010-07-02 20:18:50.943,0,,41,361711,353213,-8498,26,41,,Không
10861,IN,Megan NULL Johnson,2012-07-19 15:47:29.314,1,2015-11-17 16:07:52.679,29,255844,268589,12745,53,79,1216.0,Không
10862,IN,Pedro Y Fernandez,2012-04-04 05:32:47.522,0,,114,1005733,984095,-21638,71,27,,Không
10863,IN,Pedro NULL Lopez,2006-07-25 00:06:57.359,0,,89,785177,775027,-10150,75,32,,Không
10864,IN,Megan A Williams,2011-09-16 03:03:46.001,0,,18,158800,166940,8140,55,60,,Không
10865,IN,Pedro NULL Martinez,2007-07-20 08:02:15.527,0,,11,97044,74617,-22427,47,79,,Không
10866,IN,Megan NULL Jones,2011-03-27 22:08:31.707,1,2015-06-28 09:18:01.895,23,202911,199056,-3855,44,45,1553.0,Không
10867,IN,Pedro NULL Gonzalez,2012-07-11 08:47:56.593,2,2014-09-20 05:18:24.214,82,723422,722828,-594,53,52,800.0,Không
10868,IN,Megan S Brown,2008-06-24 16:43:43.803,0,,103,908688,893198,-15490,67,69,,Không
10869,IN,Megan E Davis,2012-04-02 18:02:35.908,2,2012-10-11 15:23:50.252,99,873400,890837,17437,87,27,191.0,Không
10870,IN,Megan NULL Miller,2012-11-24 14:45:28.834,1,2013-09-07 05:00:00.786,27,238200,234953,-3247,32,57,286.0,Không
10871,IN,Pedro L Rodriguez,2013-12-01 19:29:07.809,0,,123,1085133,1088913,3780,20,49,,Không
10872,IN,Megan NULL Wilson,2013-06-02 10:57:13.568,2,2017-02-16 04:26:05.809,56,494044,487932,-6112,51,53,1354.0,Không
10873,IN,Megan I Moore,2009-06-03 14:55:37.085,0,,53,467577,491808,24231,20,71,,Không
10874,IN,Megan E Taylor,2006-10-19 06:59:32.421,0,,42,370533,384305,13772,83,55,,Không
10875,IN,Pedro B Martin,2006-03-10 03:41:27.434,0,,62,546977,537592,-9385,74,22,,Không
10876,IN,Megan A Anderson,2012-05-08 13:33:26.204,0,,32,282311,267343,-14968,54,22,,Không
10877,IN,Pedro NULL Gomez,2012-11-23 07:34:18.311,0,,39,344066,339797,-4269,56,57,,Không
10878,IN,Megan NULL Thomas,2007-06-10 21:15:06.117,0,,106,935155,934278,-877,69,71,,Không
10879,IN,Megan NULL Jackson,2006-01-12 13:00:07.565,0,,21,185266,161031,-24235,3,35,,Không
10880,IN,Pedro NULL Ruiz,2007-09-26 08:45:04.137,2,2009-03-27 15:38:36.130,56,494044,471778,-22266,16,64,548.0,Không
10881,IN,Megan NULL Harris,2009-12-19 00:23:58.255,2,2011-11-02 00:57:54.831,44,388177,376121,-12056,97,75,683.0,Không
10882,IN,Pedro J Diaz,2011-01-13 02:20:36.893,1,2015-04-20 21:37:38.891,123,1085133,1083794,-1339,30,61,1558.0,Không
10883,IN,Megan A Martin,2013-11-21 01:46:57.051,2,2017-02-15 05:27:28.301,69,608733,604693,-4040,54,30,1182.0,Không
10884,IN,Pedro NULL Hernandez,2011-05-23 11:14:15.119,0,,107,943977,923638,-20339,1,37,,Không
10885,IN,Marshall M Goel,2008-07-18 12:00:39.134,1,2012-01-31 07:10:23.680,42,370533,365996,-4537,59,57,1291.0,Không
10886,IN,Pedro E Alvarez,2009-04-23 08:51:29.831,0,,57,502866,487255,-15611,45,28,,Không
10887,IN,Megan S Thompson,2007-03-14 22:07:58.460,1,2011-04-27 22:31:38.471,54,476400,469170,-7230,25,61,1505.0,Không
10888,IN,Pedro S Jimenez,2013-07-15 20:14:21.114,1,2016-09-30 18:38:44.865,65,573444,593957,20513,82,74,1172.0,Không
10889,IN,Megan F Garcia,2011-05-08 20:10:40.832,1,2014-09-09 21:21:45.799,101,891044,913062,22018,55,33,1220.0,Có
10890,IN,Pedro A Moreno,2009-08-27 15:18:16.941,0,,102,899866,878243,-21623,23,70,,Không
10891,IN,Pedro A Muñoz,2012-06-23 08:10:59.989,2,2016-12-28 15:47:59.432,102,899866,893764,-6102,51,78,1649.0,Không
10892,IN,Megan NULL Martinez,2013-09-06 22:48:00.340,0,,94,829288,807166,-22122,40,52,,Không
10893,IN,Megan G Robinson,2009-10-18 00:18:51.646,0,,14,123511,130069,6558,40,38,,Không
10894,IN,Megan NULL Clark,2008-05-29 05:15:11.597,2,2011-04-04 18:37:12.585,74,652844,634202,-18642,99,30,1040.0,Không
10895,IN,Megan M Rodriguez,2013-09-06 18:48:45.477,0,,39,344066,332036,-12030,97,41,,Không
10896,IN,Megan L Lewis,2006-06-11 20:11:28.222,1,2007-06-06 14:15:39.137,90,794000,795992,1992,25,53,359.0,Không
10897,IN,Pedro NULL Romero,2006-02-04 00:38:17.989,0,,44,388177,372871,-15306,40,20,,Không
10898,IN,Megan G Walker,2011-12-31 00:06:56.361,0,,122,1076311,1095739,19428,25,27,,Không
10899,IN,Pedro NULL Navarro,2008-09-08 00:28:46.837,1,2011-10-02 13:49:15.089,49,432288,437019,4731,75,42,1119.0,Không
10900,IN,Megan L Hall,2006-05-25 00:35:18.551,1,2010-12-26 18:07:01.362,58,511688,505789,-5899,62,39,1676.0,Không
10901,IN,Pedro S Gutierrez,2013-01-10 20:06:45.736,2,2017-11-12 01:05:19.889,118,1041022,1025845,-15177,94,28,1766.0,Không
10902,IN,Brianna D Smith,2011-07-19 18:03:20.517,0,,68,599911,617405,17494,33,38,,Không
10903,IN,Brianna J Johnson,2007-12-14 19:00:25.254,2,2012-04-05 08:40:39.560,117,1032200,1051125,18925,5,59,1573.0,Có
10904,IN,Brianna M Williams,2007-02-16 16:42:36.439,1,2009-12-06 07:32:01.014,109,961622,944774,-16848,1,68,1023.0,Không
10905,IN,Pedro E Torres,2006-08-07 17:44:50.130,0,,32,282311,298828,16517,50,58,,Không
10906,IN,Brianna NULL Jones,2007-11-16 03:44:22.831,1,2012-06-09 00:02:41.174,14,123511,113402,-10109,52,37,1666.0,Không
10907,IN,Pedro NULL Dominguez,2010-05-24 15:00:47.281,2,2012-07-15 07:40:11.124,122,1076311,1100145,23834,16,31,782.0,Có
10908,IN,Brianna M Davis,2011-07-21 19:44:28.538,1,2012-06-07 01:19:46.219,28,247022,249135,2113,91,26,321.0,Không
10909,IN,Marshall D Black,2007-08-28 07:48:28.653,0,,19,167622,153317,-14305,36,68,,Không
10910,IN,Pedro S Gill,2009-03-15 11:06:00.799,1,2013-09-15 04:11:55.961,93,820466,813217,-7249,52,26,1644.0,Không
10911,IN,Brianna NULL Miller,2010-07-24 01:42:27.002,0,,88,776355,759700,-16655,8,53,,Không
10912,IN,Brianna NULL Moore,2010-06-16 02:20:28.434,0,,109,961622,943900,-17722,7,32,,Không
10913,IN,Pedro A Vazquez,2012-04-19 06:41:16.345,2,2017-02-14 01:06:27.106,40,352888,354376,1488,36,54,1761.0,Có
10914,IN,Brianna NULL Taylor,2013-11-10 18:47:58.977,1,2016-09-26 12:56:26.816,20,176444,170347,-6097,38,48,1050.0,Không
10915,IN,Brianna R Anderson,2012-05-16 00:07:10.047,0,,97,855755,861249,5494,55,66,,Không
10916,IN,Pedro C Blanco,2010-08-09 03:00:22.591,0,,40,352888,338159,-14729,24,38,,Không
10917,IN,Brianna NULL Thomas,2011-01-04 19:58:02.060,0,,40,352888,337813,-15075,93,53,,Không
10918,IN,Brianna NULL Jackson,2012-07-30 03:12:08.926,1,2014-03-08 22:14:23.163,75,661666,644631,-17035,1,75,586.0,Không
10919,IN,Brianna J White,2013-07-25 14:25:45.672,2,2017-06-05 05:19:55.880,18,158800,152426,-6374,21,32,1410.0,Không
10920,IN,Brianna NULL Harris,2008-08-31 12:16:24.983,2,2012-06-04 07:42:09.335,101,891044,900978,9934,89,25,1372.0,Không
10921,IN,Pedro NULL Serrano,2008-06-22 14:13:24.340,2,2010-12-16 20:22:47.692,14,123511,125692,2181,46,29,907.0,Có
10922,IN,Brianna M Martin,2010-06-21 03:49:03.182,2,2015-02-17 05:01:48.345,83,732244,730170,-2074,51,50,1702.0,Không
10923,IN,Pedro P Ramos,2010-03-30 04:36:51.458,0,,16,141155,149316,8161,62,47,,Không
10924,IN,Brianna X Thompson,2011-06-08 00:51:26.815,2,2014-07-16 06:46:06.324,72,635200,641984,6784,97,49,1134.0,Không
10925,IN,Brianna E Garcia,2010-12-05 20:39:08.586,0,,24,211733,227906,16173,72,22,,Không
10926,IN,Pedro A Suarez,2012-06-07 11:55:16.521,1,2015-01-31 19:13:42.195,92,811644,817682,6038,52,72,968.0,Không
10927,IN,Brianna H Martinez,2011-03-04 03:23:57.993,0,,93,820466,812115,-8351,75,74,,Không
10928,IN,Brianna NULL Robinson,2007-02-20 22:25:02.518,2,2011-03-06 07:16:26.438,24,211733,221060,9327,73,58,1474.0,Không
10929,IN,Pedro NULL Sanz,2009-05-03 17:25:52.022,0,,102,899866,892059,-7807,53,53,,Không
10930,IN,Brianna R Clark,2012-09-13 09:16:06.950,1,2014-11-11 18:43:40.750,62,546977,552906,5929,6,34,789.0,Có
10931,IN,Pedro E Rubio,2012-10-27 21:26:00.752,1,2014-07-15 06:14:57.793,124,1093955,1074111,-19844,94,31,625.0,Không
10932,IN,Brianna J Rodriguez,2006-12-17 12:29:54.114,0,,71,626377,640699,14322,36,34,,Không
10933,IN,Ross J Suri,2010-06-13 01:08:33.773,1,2011-11-04 02:28:25.858,91,802822,814167,11345,28,51,509.0,Có
10934,IN,Brianna H Lewis,2009-09-26 00:50:55.059,0,,34,299955,289322,-10633,79,37,,Không
10935,IN,Brianna R Lee,2013-07-20 12:17:05.400,0,,76,670488,692800,22312,57,65,,Không
10936,IN,Brianna M Walker,2006-09-28 03:35:43.283,1,2009-05-02 19:56:24.701,94,829288,810452,-18836,7,69,947.0,Không
10937,IN,Marshall L Raji,2013-07-18 16:41:51.956,0,,121,1067488,1056981,-10507,74,69,,Không
10938,IN,Ross F Jordan,2009-07-26 23:45:15.629,2,2013-09-27 17:00:03.678,27,238200,229193,-9007,84,56,1523.0,Không
10939,IN,Brianna NULL Hall,2013-02-23 08:16:56.483,0,,61,538155,558175,20020,61,73,,Không
10940,IN,Olivia C Smith,2012-12-04 06:56:05.025,0,,80,705777,692855,-12922,92,57,,Không
10941,IN,Ross NULL Patel,2007-06-17 04:50:39.352,1,2009-02-04 13:47:39.568,45,397000,383612,-13388,99,41,598.0,Không
10942,IN,Olivia NULL Johnson,2012-03-25 06:47:31.912,2,2013-08-29 06:02:52.718,82,723422,706585,-16837,71,68,521.0,Không
10943,IN,Olivia K Williams,2008-02-01 20:49:52.859,0,,80,705777,685784,-19993,70,44,,Không
10944,IN,Olivia A Jones,2008-03-29 17:00:12.942,0,,75,661666,641968,-19698,73,43,,Không
10945,IN,Olivia NULL Brown,2010-11-17 12:56:12.794,0,,50,441111,453374,12263,19,44,,Không
10946,IN,Ross J Vance,2010-06-05 17:05:59.130,0,,32,282311,291101,8790,19,71,,Không
10947,IN,Ross R Malhotra,2013-05-28 21:53:58.823,2,2017-12-12 13:46:51.135,74,652844,661152,8308,17,74,1658.0,Không
10948,IN,Ross A Sai,2007-04-11 20:28:28.189,0,,53,467577,481723,14146,17,39,,Không
10949,IN,Ross C Arun,2013-11-21 09:48:40.245,0,,23,202911,204562,1651,51,58,,Không
10950,IN,Olivia H Miller,2010-11-19 17:40:22.963,1,2013-05-17 08:24:14.258,34,299955,279194,-20761,75,62,909.0,Không
10951,IN,Olivia L Wilson,2006-02-21 01:31:13.892,2,2010-04-23 06:34:27.081,19,167622,144593,-23029,36,80,1522.0,Không
10952,IN,Olivia A Moore,2008-12-26 04:57:07.429,0,,77,679311,676335,-2976,84,24,,Không
10953,IN,Ross C Madan,2010-08-27 22:09:46.155,0,,36,317600,302247,-15353,54,44,,Không
10954,IN,Ross NULL Srini,2013-01-15 08:39:31.320,2,2015-09-23 15:41:30.634,95,838111,853930,15819,13,52,981.0,Có
10955,IN,Marshall NULL Ashe,2011-08-11 17:02:28.026,2,2014-03-10 20:22:25.825,91,802822,801600,-1222,82,52,942.0,Không
10956,IN,Ross NULL Prasad,2011-05-10 21:05:17.074,0,,32,282311,295601,13290,63,60,,Không
10957,IN,Olivia R Taylor,2012-10-15 11:33:43.676,0,,121,1067488,1086653,19165,82,46,,Không
10958,IN,Olivia NULL Anderson,2013-07-23 12:09:32.652,1,2014-08-07 09:10:30.857,95,838111,817536,-20575,73,75,379.0,Không
10959,IN,Olivia R Thomas,2013-08-05 05:09:40.166,0,,52,458755,435785,-22970,76,40,,Không
10960,IN,Ross NULL Sara,2006-02-03 14:14:47.363,1,2009-09-13 20:31:58.620,67,591088,589698,-1390,84,48,1318.0,Không
10961,IN,Olivia NULL Jackson,2009-02-14 16:12:51.396,0,,55,485222,493203,7981,59,66,,Không
10962,IN,Ross NULL Rana,2006-09-04 11:44:34.634,1,2009-10-31 10:47:28.973,99,873400,864214,-9186,15,77,1152.0,Không
10963,IN,Ross NULL Raman,2012-04-06 07:01:07.613,0,,51,449933,472419,22486,31,42,,Không
10964,IN,Olivia E White,2008-06-04 01:56:28.871,1,2011-07-05 11:54:44.427,19,167622,143902,-23720,15,76,1126.0,Không
10965,IN,Ross L Subram,2011-10-24 23:00:31.635,1,2014-02-10 09:23:17.383,19,167622,171307,3685,54,41,839.0,Có
10966,IN,Olivia J Harris,2009-08-29 04:15:19.375,0,,24,211733,225906,14173,59,21,,Không
10967,IN,Ross NULL Mehta,2006-10-25 09:55:41.260,0,,51,449933,438885,-11048,95,73,,Không
10968,IN,Ross R Fernandez,2006-08-26 16:21:34.562,0,,98,864577,882544,17967,36,57,,Không
10969,IN,Olivia NULL Thompson,2010-10-01 21:07:59.258,1,2014-07-08 04:01:51.537,67,591088,587238,-3850,61,69,1375.0,Không
10970,IN,Ross NULL Lopez,2013-05-17 02:19:30.206,0,,17,149977,144249,-5728,94,69,,Không
10971,IN,Olivia S Garcia,2006-12-25 22:42:53.365,2,2009-04-19 14:58:48.631,91,802822,782584,-20238,4,49,845.0,Không
10972,IN,Olivia NULL Martinez,2009-08-06 19:41:57.989,2,2011-01-26 10:11:42.044,46,405822,426048,20226,46,69,537.0,Không
10973,IN,Olivia A Robinson,2011-05-20 08:58:46.692,0,,110,970444,972859,2415,84,42,,Không
10974,IN,Ross G Martinez,2011-11-15 13:52:17.516,2,2013-06-19 22:33:49.439,10,88222,84528,-3694,31,57,582.0,Không
10975,IN,Damien NULL Xu,2010-07-15 03:22:54.892,0,,23,202911,209519,6608,85,21,,Không
10976,IN,Warren L Zhang,2006-04-18 07:37:22.309,1,2010-02-08 14:46:46.238,84,741066,758722,17656,53,53,1392.0,Có
10977,IN,Olivia NULL Clark,2006-04-28 05:11:32.479,0,,103,908688,933151,24463,66,56,,Không
10978,IN,Ross D Rodriguez,2010-08-08 09:35:17.760,0,,115,1014555,1016048,1493,84,37,,Không
10979,IN,Ross NULL Sanchez,2008-08-20 11:49:07.670,0,,80,705777,684541,-21236,20,26,,Không
10980,IN,Olivia A Rodriguez,2008-03-05 06:32:00.509,0,,29,255844,237544,-18300,17,46,,Không
10981,IN,Olivia NULL Lewis,2008-02-10 21:14:06.450,0,,79,696955,682605,-14350,4,45,,Không
10982,IN,Olivia A Lee,2009-03-04 13:10:46.793,1,2010-09-02 10:47:45.731,25,220555,199075,-21480,88,45,546.0,Không
10983,IN,Ross E Perez,2013-08-05 16:56:59.355,0,,9,79400,83459,4059,26,30,,Không
10984,IN,Olivia NULL Walker,2006-11-07 04:15:26.116,0,,12,105866,129216,23350,5,30,,Không
10985,IN,Olivia NULL Hall,2012-11-23 04:58:26.336,0,,96,846933,863125,16192,20,42,,Không
10986,IN,Victoria NULL Smith,2012-01-13 20:46:49.515,2,2016-12-10 15:16:43.786,123,1085133,1090259,5126,39,77,1792.0,Không
10987,IN,Ross NULL Martin,2007-06-02 18:50:26.898,1,2010-02-01 09:46:11.599,102,899866,908457,8591,57,53,974.0,Có
10988,IN,Victoria E Johnson,2007-02-13 11:49:36.316,0,,37,326422,342637,16215,54,36,,Không
10989,IN,Victoria NULL Williams,2013-02-14 12:20:27.997,0,,52,458755,469412,10657,69,33,,Không
10990,IN,Ross K Ruiz,2013-02-17 04:39:31.407,0,,67,591088,587663,-3425,3,27,,Không
10991,IN,Victoria S Jones,2012-12-05 05:18:29.223,2,2016-02-10 09:54:46.204,101,891044,906257,15213,19,38,1162.0,Có
10992,IN,Victoria B Brown,2006-02-06 00:00:38.152,0,,31,273488,261161,-12327,40,59,,Không
10993,IN,Ross E Diaz,2009-03-24 08:59:57.797,0,,55,485222,491429,6207,54,74,,Không
10994,IN,Victoria J Davis,2009-05-18 01:44:41.722,2,2012-01-05 06:26:53.156,93,820466,804539,-15927,45,42,962.0,Không
10995,IN,Victoria NULL Miller,2012-06-11 23:39:06.973,2,2014-09-15 21:46:42.968,34,299955,312026,12071,94,64,825.0,Không
10996,IN,Ross NULL Hernandez,2007-08-18 15:49:12.383,2,2008-09-25 12:33:27.265,79,696955,696050,-905,80,73,403.0,Không
10997,IN,Ross NULL Alvarez,2008-09-26 00:31:16.551,0,,102,899866,901895,2029,6,25,,Không
10998,IN,Victoria R Wilson,2006-02-26 00:55:21.999,0,,14,123511,112997,-10514,42,34,,Không
10999,IN,Warren A Wang,2008-10-07 07:56:19.879,0,,94,829288,830070,782,39,69,,Không
11000,IN,Ross NULL Johnsen,2011-05-09 04:59:13.157,0,,55,485222,485849,627,65,76,,Không
11001,IN,Victoria NULL Moore,2008-04-21 00:08:20.936,0,,113,996911,1002652,5741,96,64,,Không
11002,IN,Ross B Munoz,2010-02-28 15:32:30.239,0,,113,996911,972834,-24077,84,32,,Không
11003,IN,Victoria NULL Taylor,2012-03-12 08:37:10.257,1,2013-06-16 03:26:47.942,103,908688,920404,11716,6,26,460.0,Có
11004,IN,Victoria NULL Anderson,2007-10-20 23:45:10.900,1,2009-01-26 18:55:53.279,114,1005733,1023721,17988,21,29,463.0,Có
11005,IN,Victoria A Thomas,2013-07-31 06:22:13.541,0,,52,458755,444240,-14515,66,28,,Không
11006,IN,Ross NULL Navarro,2006-02-14 01:25:52.204,1,2009-06-19 14:31:45.080,48,423466,420309,-3157,7,70,1221.0,Không
11007,IN,Ross NULL Gutierrez,2012-09-09 03:01:03.864,0,,37,326422,346394,19972,16,30,,Không
11008,IN,Victoria NULL Jackson,2011-12-14 06:10:19.215,0,,53,467577,451823,-15754,90,74,,Không
11009,IN,Ross L Torres,2009-03-07 21:20:05.808,2,2014-02-13 04:15:19.599,51,449933,444742,-5191,82,52,1803.0,Không
11010,IN,Victoria J White,2006-12-27 19:11:33.293,0,,18,158800,167746,8946,26,54,,Không
11011,IN,Victoria NULL Martin,2011-10-13 04:33:08.547,0,,9,79400,97993,18593,29,59,,Không
11012,IN,Ross R Gill,2009-05-30 06:21:52.582,0,,78,688133,683345,-4788,58,41,,Không
11013,IN,Victoria A Thompson,2006-01-01 11:03:51.968,0,,98,864577,849451,-15126,76,29,,Không
11014,IN,Warren L Chow,2007-05-31 20:18:49.423,0,,90,794000,810945,16945,96,45,,Không
11015,IN,Ross NULL Vazquez,2008-03-01 06:24:27.922,1,2012-09-16 00:44:17.318,108,952800,955180,2380,31,67,1659.0,Không
11016,IN,Ross NULL Blanco,2008-02-01 22:03:15.973,0,,62,546977,561553,14576,71,33,,Không
11017,IN,Ross NULL Serrano,2006-02-09 09:09:52.281,0,,115,1014555,1005130,-9425,88,27,,Không
11018,IN,Ross NULL Ramos,2013-09-10 05:23:29.517,2,2014-10-30 12:02:20.508,22,194088,198349,4261,3,42,415.0,Có
11019,IN,Victoria V Garcia,2007-09-10 08:00:54.343,2,2010-01-03 09:08:36.328,84,741066,740020,-1046,7,53,846.0,Không
11020,IN,Ross M Carlson,2006-03-01 18:25:57.907,2,2008-10-20 22:44:30.294,119,1049844,1049947,103,70,43,964.0,Không
11021,IN,Ross C Suarez,2009-01-12 11:06:30.784,0,,47,414644,401070,-13574,83,69,,Không
11022,IN,Ross NULL Sanz,2011-04-11 06:22:12.736,0,,50,441111,445371,4260,39,29,,Không
11023,IN,Ross NULL Rubio,2011-09-10 04:10:39.930,1,2012-12-29 11:08:55.124,39,344066,344217,151,39,38,476.0,Có
11024,IN,Gerald NULL Suri,2010-03-26 15:15:16.572,2,2013-03-12 12:26:04.427,61,538155,523490,-14665,96,38,1081.0,Không
11025,IN,Gerald L Jordan,2007-08-09 21:20:16.082,0,,66,582266,560230,-22036,82,40,,Không
11026,IN,Warren R Li,2011-04-01 11:42:31.387,0,,26,229377,243096,13719,61,29,,Không
11027,IN,Gerald NULL Chandra,2011-07-28 17:48:56.654,2,2016-05-22 02:53:09.354,29,255844,259094,3250,2,65,1759.0,Không
11028,IN,Victoria NULL Clark,2006-07-13 06:53:37.478,1,2009-01-16 10:41:38.369,64,564622,552182,-12440,40,60,918.0,Không
11029,IN,Gerald NULL Patel,2011-08-06 17:30:56.822,0,,42,370533,350756,-19777,55,63,,Không
11030,IN,Victoria M Rodriguez,2012-02-13 18:09:33.747,0,,68,599911,604204,4293,6,46,,Không
11031,IN,Gerald M Vance,2008-03-25 12:05:42.878,2,2008-09-14 11:19:48.260,99,873400,889145,15745,38,39,172.0,Không
11032,IN,Victoria NULL Lewis,2012-01-26 18:48:53.282,0,,88,776355,791617,15262,68,78,,Không
11033,IN,Gerald A Malhotra,2010-08-17 10:43:10.176,1,2011-10-28 07:35:12.721,79,696955,705737,8782,43,29,436.0,Có
11034,IN,Gerald L Sai,2013-04-18 11:11:56.537,0,,87,767533,758518,-9015,41,24,,Không
11035,IN,Victoria NULL Lee,2009-11-03 17:12:41.806,1,2011-09-20 13:57:49.199,44,388177,382316,-5861,45,64,685.0,Không
